make,model,year,hours,price,location,condition,serial_number,source,timestamp,listing_id,title,asset_type,auction,sale_date,buying_format,image_url,source_url,auction_type,buy_now,buy_now_text,features
John Deere,4410,,,,"Amaranth, ON, CAN",,L04410H341954,RitchieBros,2026-01-20 22:53:28.229233,2BEC2C5E-ED0C-31C3-8BCE-E69B15AA4798,John Deere 4410 4WD Utility Tractor,Utility Tractor,"Ontario Regional Event, CAN - Feb 09, 2026",2026-02-09 19:00:00,Live Auction,https://cdn.ironpla.net/i/21055/679/6053bbfe-973f-4308-acc5-aa5cba1102aa.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,8430,1978.0,,,"Leader, SK, CAN",,8430H005557R,RitchieBros,2026-01-20 22:53:28.229233,537E4B77-070F-3B8F-9F18-BC6EF85C1D1C,1978 John Deere 8430 Articulated Tractor,Articulated Tractor,"Leader, SK, CAN - Apr 01, 2026",2026-04-01 14:00:00,Live Auction,https://cdn.ironpla.net/i/20679/537/11523ee9-cc0f-335e-afd6-63d5a2ed5feb.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,4640,1980.0,,,"Sibbald, AB, CAN",,017307R,RitchieBros,2026-01-20 22:53:28.229233,3FF0EFEF-0F79-35D1-AC47-D0FBECAF4F1C,1980 John Deere 4640 2WD Tractor,2WD Tractor,"Sibbald, AB, CAN - Mar 12, 2026",2026-03-12 18:00:00,Live Auction,https://cdn.ironpla.net/i/20909/196/981e58b4-e73d-44c9-a703-83000f9764e9.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Versatile,946,,,,"Chaplin, SK, CAN",,D930748,RitchieBros,2026-01-20 22:53:28.229233,206DE77B-E4E5-36DF-8CFD-E93AADA87D45,Versatile 946 Articulated Tractor,Articulated Tractor,"Chaplin, SK, CAN - Apr 13, 2026",2026-04-13 14:00:00,Live Auction,https://cdn.ironpla.net/i/20705/648/c329893e-e9f7-41ea-afa0-b6590fc2a9ae.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,2032R,2021.0,,,"North Franklin, CT, USA",,1LV2032RCMM121384,RitchieBros,2026-01-20 22:53:28.229233,03354A69-B7C7-3D03-8542-53C8FB94BBDB,2021 John Deere 2032R 4WD Utility Tractor,Utility Tractor,"Northeast Regional Event, USA - Feb 04, 2026",2026-02-04 13:00:00,Live Auction,https://cdn.ironpla.net/i/20268/352/a860fbde-3eb5-45fb-a6fa-f1cc623ecbc2.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Allis Chalmers,AC7050,,,,"Amaranth, MB, CAN",,70502114,RitchieBros,2026-01-20 22:53:28.229233,0024514C-6167-3DE7-8E02-F4FE5BFB0F43,Allis Chalmers AC7050 2WD Tractor,2WD Tractor,"Amaranth, MB, CAN - Apr 15, 2026",2026-04-15 17:00:00,Live Auction,https://cdn.ironpla.net/i/20298/61/0b488679-a206-461f-802f-91eaccfa35f4.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2390,1980.0,,,"Bienfait, SK, CAN",,9907802,RitchieBros,2026-01-20 22:53:28.229233,CEC208BB-7DBF-37FB-8345-7AA72B4A7A7B,1980 Case 2390 2WD Tractor,2WD Tractor,"Estevan, SK, CAN - Apr 15, 2026",2026-04-15 14:00:00,Live Auction,https://cdn.ironpla.net/i/20413/773/a18a07bb-45dd-490e-85c4-5b956232968d.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,4010,2002.0,,,"Nisku, AB, CAN",,LV4010H110483,RitchieBros,2026-01-20 22:53:28.229233,03FCE848-0B1D-3631-A1B6-00928646DF0C,2002 John Deere 4010 4WD Utility Tractor,Utility Tractor,"Alberta Regional Event, CAN - Feb 03, 2026",2026-02-03 16:15:00,Live Auction,https://cdn.ironpla.net/i/21160/735/8ef353be-32da-4172-b03d-605dcc5d51fc.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,2020.0,,,"Lebanon, TN, USA",,1LV3032EELL133743,RitchieBros,2026-01-20 22:53:28.229233,96549A5D-9B11-34FC-8605-3F70E1AEC606,2020 John Deere 3032E 4WD Utility Tractor,Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,https://cdn.ironpla.net/i/20268/854/580eae9d-a3fe-494a-af45-76428e46ad9b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23SLB-R,2021.0,,,"Chehalis, WA, USA",,KBUC1DHRKMGE63166,RitchieBros,2026-01-20 22:53:28.229233,7AA49EC2-2F05-373C-B712-57EF92EF858D,2021 Kubota BX23SLBR 4WD Utility Tractor,Utility Tractor,"Pacific Northwest Regional Event, USA - Mar 19, 2026",2026-03-19 15:00:00,Live Auction,https://cdn.ironpla.net/i/21185/769/e5fceaf6-ec56-403b-8f22-6e60fd8a4a30.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5100M,2020.0,,,"Davenport, FL, USA",,1LV5100MLLK404222,RitchieBros,2026-01-20 22:53:28.229233,570F9C97-9FDA-3268-8B1B-0C5EB3E99AAA,2020 John Deere 5100M 4WD Utility Tractor,Utility Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,https://cdn.ironpla.net/i/21031/263/3a63fd16-c643-4ee5-b1c1-d7331e4fe7ae.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2290,1981.0,,,"Richard, SK, CAN",,9912997,RitchieBros,2026-01-20 22:53:28.229233,18D9997A-BAE0-3907-A3C9-7880A3C41188,1981 Case 2290 2WD Tractor,2WD Tractor,"Richard, SK, CAN - Apr 13, 2026",2026-04-13 14:00:00,Live Auction,https://cdn.ironpla.net/i/20646/34/8fc8df79-2de3-438a-801a-86d6709a59a9.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,5088,,,,"Bredenbury, SK, CAN",,2540003U008266,RitchieBros,2026-01-20 22:53:28.229233,26E6A512-3883-3922-BA82-9D08F937E0D4,Case IH 5088 2WD Tractor,2WD Tractor,"Bredenbury, SK, CAN - Apr 10, 2026",2026-04-10 18:00:00,Live Auction,https://cdn.ironpla.net/i/20910/612/833114e9-e2c7-4228-8e1e-b569c8cd0013.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey Ferguson,4800,,,,"Eatonia, SK, CAN",,9D002126,RitchieBros,2026-01-20 22:53:28.229233,DED76842-F67F-39AE-89AA-8677E987AD3B,Massey Ferguson 4800 Articulated Tractor,Articulated Tractor,"West Central Timed, Eatonia, SK, CAN - Apr 04, 2026",2026-04-04 16:00:00,Live Auction,https://cdn.ironpla.net/i/20879/112/6e83d1a0-2f47-4464-b6f8-84b940018657.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,4320,1972.0,,,"Denzil, SK, CAN",,T613R022788R,RitchieBros,2026-01-20 22:53:28.229233,43E0D80C-77A0-3C9E-83B0-3B926F4AAF7A,1972 John Deere 4320 2WD Tractor,2WD Tractor,"Denzil, SK, CAN - Apr 15, 2026",2026-04-15 14:00:00,Live Auction,https://cdn.ironpla.net/i/19685/586/77ae62ce-4286-46e2-aae2-74a276002e67.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5525N,2008.0,,,"Tulare, CA, USA",,LV5525N457125,RitchieBros,2026-01-20 22:53:28.229233,D1D0E2EA-9898-38FA-83FE-47B4981E7E60,2008 John Deere 5525N 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,https://cdn.ironpla.net/i/21086/97/5b2fedfc-422d-48e7-b0c1-bc95b1b6d5c2.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Allis Chalmers,7020,,,,"Amaranth, MB, CAN",,7020420280,RitchieBros,2026-01-20 22:53:28.229233,0FF734D0-C8B7-39B9-82AF-32A0323E28BD,Allis Chalmers 7020 2WD Tractor,2WD Tractor,"Amaranth, MB, CAN - Apr 15, 2026",2026-04-15 17:00:00,Live Auction,https://cdn.ironpla.net/i/20526/177/3497a3ae-1d1a-4ee7-832c-25c2cb51470d.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
J.I. Case,4690,1980.0,,,"Wetaskiwin, AB, CAN",,8858246,RitchieBros,2026-01-20 22:53:28.229233,1C32962E-730F-3687-BC84-A9135203E56E,1980 J.I. Case 4690 4WD Tractor,4WD Tractor,"Wetaskiwin, AB, CAN - Mar 31, 2026",2026-03-31 14:00:00,Live Auction,https://cdn.ironpla.net/i/19427/923/3e4ebd07-8ce8-4160-90c0-224614178379.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
White,2-155,1979.0,,,"Grandview, MB, CAN",,285728414,RitchieBros,2026-01-20 22:53:28.229233,6785BF38-0B93-3F19-BD75-62F32B59124D,1979 White 2-155 4WD Tractor,4WD Tractor,"Grandview, MB, CAN - Mar 27, 2026",2026-03-27 14:00:00,Live Auction,https://cdn.ironpla.net/i/20827/439/789d07f5-31bb-4037-b218-736ba149c441.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
International,5488,1984.0,,,"Middle Lake, SK, CAN",,2590003U003305,RitchieBros,2026-01-20 22:53:28.229233,030C9928-66EF-39FF-A8E1-2B5245217D1A,1984 International 5488 2WD Tractor,2WD Tractor,"Middle Lake, SK, CAN - Apr 08, 2026",2026-04-08 18:00:00,Live Auction,https://cdn.ironpla.net/i/20777/120/2c3c5b20-d556-4db0-b309-3ccf19ad57d8.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,2950,1985.0,,,"Chilliwack, BC, CAN",,L02950T552269,RitchieBros,2026-01-20 22:53:28.229233,08E127D9-5004-33C7-BDA9-6C6201215CA2,1985 John Deere 2950 2WD Tractor,2WD Tractor,"BC Regional Event, CAN - Jan 30, 2026",2026-01-30 16:00:00,Live Auction,https://cdn.ironpla.net/i/21075/878/3dbfc2a1-5057-460d-bfa6-b1b7c7cbffae.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2390,1983.0,,,"Plenty, SK, CAN",,9927432,RitchieBros,2026-01-20 22:53:28.229233,4F5CB496-B3B9-3663-ACDF-CB8BB93092FD,1983 Case 2390 2WD Tractor,2WD Tractor,"Plenty, SK, CAN - Mar 28, 2026",2026-03-28 18:00:00,Live Auction,https://cdn.ironpla.net/i/19745/556/1562511f-7a75-4547-bf60-029c2bac104d.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23SLB-R,2021.0,,,"Lake Worth, TX, USA",,KBUC1DHRVMGE63172,RitchieBros,2026-01-20 22:53:28.229233,8438D48F-D0A3-370C-A79D-7088D133AB82,2021 Kubota BX23SLB-R 4WD Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Feb 11, 2026",2026-02-11 14:00:00,Live Auction,https://cdn.ironpla.net/i/21024/131/0736b9a3-704c-420f-9e4c-22fc0e4db4e4.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
International,1086,,,,"Middle Lake, SK, CAN",,86688,RitchieBros,2026-01-20 22:53:28.229233,78EC3F8B-9D7D-32A9-B6DE-F5AE8FD15391,International 1086 2WD Tractor,2WD Tractor,"Middle Lake, SK, CAN - Apr 08, 2026",2026-04-08 18:00:00,Live Auction,https://cdn.ironpla.net/i/20777/121/2911e1e8-0b10-43c8-8f04-cbf2b179e0a2.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,4020,1967.0,,,"Glenside, SK, CAN",,156338R,RitchieBros,2026-01-20 22:53:28.229233,74578A6C-5D26-31F0-AB29-75D34E0AB06F,1967 John Deere 4020 2WD Tractor,2WD Tractor,"Glenside, SK, CAN - Apr 15, 2026",2026-04-15 14:00:00,Live Auction,https://cdn.ironpla.net/i/19791/728/41adf656-9904-45f2-b8a3-67ee9cdb5bc8.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,M135,1999.0,,,"St Aubin Sur Gaillon, HN, FRA",,00119326B,RitchieBros,2026-01-20 22:53:28.229233,74179C33-F593-359E-8FA3-2B0B2F8DBDE1,1999 New Holland M135 4x4 Tracteur Agricole Avec Nacelle 4WD Tractor,4WD Tractor,"France, FRA - Mar 24, 2026",2026-03-24 07:00:00,Live Auction,https://cdn.ironpla.net/i/21102/472/854cc519-572d-46cc-b127-0336adbf2928.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,2021.0,,,"Morris, IL, USA",,KBUC1DHRJMGC61106,RitchieBros,2026-01-20 22:53:28.229233,14F37FA3-DC6E-3B5B-85DC-EF14926447D3,2021 Kubota BX23S 4WD Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Feb 10, 2026",2026-02-10 14:00:00,Live Auction,https://cdn.ironpla.net/i/20269/67/dfcef9b5-9a4d-43d7-bb83-3fd471d3658c.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,4430,1975.0,,,"Chaplin, SK, CAN",,4430H041740R,RitchieBros,2026-01-20 22:53:28.229233,3F5A2064-8D99-3289-B82E-8CE7F3FCA3AF,1975 John Deere 4430 2WD Tractor,2WD Tractor,"Chaplin, SK, CAN - Apr 13, 2026",2026-04-13 14:00:00,Live Auction,https://cdn.ironpla.net/i/20705/649/9c58eec3-201e-4a84-82f4-6146176c8eaf.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2290,1981.0,,,"Rose Valley, SK, CAN",,9911055,RitchieBros,2026-01-20 22:53:28.229233,B7DE1CDD-802E-39E0-A785-9806A2ED4BCF,1981 Case 2290 2WD Tractor,2WD Tractor,"Rose Valley, SK, CAN - Apr 17, 2026",2026-04-17 18:00:00,Live Auction,https://cdn.ironpla.net/i/20492/445/097f7956-c960-4f95-9766-848a3483461f.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2390,1981.0,,,"Middle Lake, SK, CAN",,9907630,RitchieBros,2026-01-20 22:53:28.229233,0F8674E7-C65C-3437-8483-8168CABD17EF,1981 Case 2390 2WD Tractor,2WD Tractor,"Middle Lake, SK, CAN - Apr 08, 2026",2026-04-08 18:00:00,Live Auction,https://cdn.ironpla.net/i/20777/119/7d7fd306-8be4-40d0-90d9-224424b628e4.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,4630,,,,"Chaplin, SK, CAN",,4360H028240R,RitchieBros,2026-01-20 22:53:28.229233,E5DF4ACC-A12B-37EB-A7B2-B34B06A55D74,John Deere 4630 2WD Tractor,2WD Tractor,"Chaplin, SK, CAN - Apr 13, 2026",2026-04-13 14:00:00,Live Auction,https://cdn.ironpla.net/i/20705/654/2ccbc136-5e4c-44b1-aedc-99e437735681.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23SLB-R,2021.0,,,"Humble, TX, USA",,64330,RitchieBros,2026-01-20 22:53:28.229233,25AF666C-6B3B-3C73-9134-1C09CB4D701E,2021 Kubota BX23SLBR 4WD Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Feb 11, 2026",2026-02-11 14:00:00,Live Auction,https://cdn.ironpla.net/i/21151/224/b3e4af5b-ec1d-43e0-8655-7cf3c1e63b87.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,2020.0,,,"Carleton, MI, USA",,26900,RitchieBros,2026-01-20 22:53:28.229233,BB87E145-AA90-3D32-AC36-9C5F1FFE54BA,2020 Kubota BX23S 4WD Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Feb 10, 2026",2026-02-10 14:00:00,Live Auction,https://cdn.ironpla.net/i/21135/777/d1fff24f-e3bd-4fb7-a35d-3ba2627a53c0.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2290,1981.0,,,"Eckville, AB, CAN",,9911909,RitchieBros,2026-01-20 22:53:28.229233,84F81525-49FA-3E4E-9705-036B3FCF1F8B,1981 Case 2290 2WD Tractor,2WD Tractor,"Eckville, AB, CAN - Apr 22, 2026",2026-04-22 14:00:00,Live Auction,https://cdn.ironpla.net/i/20228/296/487ba618-5197-404f-bb79-e93a4a096f45.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Yanmar,SA424YBS,2021.0,,,"Lake Point, UT, USA",,YMJS0026LMT415152,RitchieBros,2026-01-20 22:53:28.229233,6509A80F-9D24-3B21-868F-D50B92454CC6,2021 Yanmar SA424YBS 4WD Utility Tractor,Utility Tractor,"Rocky Mountain Regional Event, USA - Feb 25, 2026",2026-02-25 15:00:00,Live Auction,https://cdn.ironpla.net/i/20269/613/4e4739cf-8243-4d8d-b7d1-5c60f80787d9.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
White,D585-6,,,,"Ste. Agathe, MB, CAN",,45204107,RitchieBros,2026-01-20 22:53:28.229233,E53680A1-BC81-3053-A4D9-D39A7A43E5F8,White D585-6 2WD Tractor,2WD Tractor,"Manitoba Regional Event, CAN - Apr 21, 2026",2026-04-21 13:00:00,Live Auction,https://cdn.ironpla.net/i/20711/804/30728a7e-23ea-4156-bc6f-950e47d4b79e.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Yanmar,SA24,2021.0,,,"North Franklin, CT, USA",,YMJS0026HMT413211,RitchieBros,2026-01-20 22:53:28.229233,F9617A9A-E7BC-30D6-8737-35B3E78DB011,2021 Yanmar SA24 4WD Utility Tractor,Utility Tractor,"Northeast Regional Event, USA - Feb 04, 2026",2026-02-04 13:00:00,Live Auction,https://cdn.ironpla.net/i/20268/359/a4b93c7e-d106-479c-9963-5ca03d68709b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey-Harris,97,,,,"Wembley, AB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,D2D567C7-20B3-3861-AFCD-48BF1959D18D,Massey-Harris 97 4WD Wide Front Antique Tractor,Antique Tractor,"Wembley, AB, CAN - Jun 12, 2026",2026-06-12 14:00:00,Live Auction,https://cdn.ironpla.net/i/19835/764/f5335b94-7ca0-4119-a760-8615ef4f8fab.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2090,1981.0,,,"Eckville, AB, CAN",,9916938,RitchieBros,2026-01-20 22:53:28.229233,A22796B3-7094-3ED3-A04C-788D63E1B3F9,1981 Case 2090 2WD Tractor,2WD Tractor,"Eckville, AB, CAN - Apr 22, 2026",2026-04-22 14:00:00,Live Auction,https://cdn.ironpla.net/i/20228/297/f3fe797b-75bb-4124-8cff-7dbb08de931b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,2130,,,,"Elrose, SK, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,72890BFA-3A7E-347C-902C-D1F4389BAC30,John Deere 2130 2WD Utility Tractor,Utility Tractor,"Elrose, SK, CAN - Apr 11, 2026",2026-04-11 14:00:00,Live Auction,https://cdn.ironpla.net/i/19677/848/178491ea-646f-4eb2-8967-ec723cd43b8c.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Fiat,180-90,,,,"Wolseley, SK, CAN",,265760,RitchieBros,2026-01-20 22:53:28.229233,142BAD06-657D-3A8E-943E-068F5091C3FD,Fiat Hesston 180-90 4WD Tractor,4WD Tractor,"Wolseley, SK, CAN - Apr 01, 2026",2026-04-01 14:00:00,Live Auction,https://cdn.ironpla.net/i/19601/622/f44ce8fa-d508-4e57-87bb-fd0caec95878.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
2005,Explorer 95,2005.0,,,"Meppen, SXNY, DEU",,S12S914WVT1020,RitchieBros,2026-01-20 22:53:28.229233,E35B4FD0-A871-36C5-B581-14BF53A10426,2005 Same Explorer 95 4WD Tractor,4WD Tractor,"Meppen, DEU - Mar 18, 2026",2026-03-18 07:00:00,Live Auction,https://cdn.ironpla.net/i/20701/246/9d1098f0-1dd1-4d9c-bdb1-46cc85255ca8.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Mahindra,eMax 20S,2021.0,,,"North East, MD, USA",,19HRP06132,RitchieBros,2026-01-20 22:53:28.229233,E77AB7E6-B7EF-3F52-800A-B1735A7AAC3A,2021 Mahindra eMax 20S 4WD Utility Tractor,Utility Tractor,"Northeast Regional Event, USA - Feb 04, 2026",2026-02-04 13:00:00,Live Auction,https://cdn.ironpla.net/i/20939/319/a649b417-2b06-40c8-ad7b-7394c82fc828.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,2290,1981.0,,,"Bruno, SK, CAN",,9913972,RitchieBros,2026-01-20 22:53:28.229233,0601387E-8F21-39C8-B3D8-AE7177CB9C0C,1981 Case 2290 2WD Tractor,2WD Tractor,"Bruno, SK, CAN - Apr 10, 2026",2026-04-10 14:00:00,Live Auction,https://cdn.ironpla.net/i/19627/855/a2607a26-63cb-48f6-b29b-99393b6893c8.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
International,1086,1980.0,,,"Bow Island, AB, CAN",,2610181U44295,RitchieBros,2026-01-20 22:53:28.229233,DEF33ADE-5233-34D1-9305-184391828271,1980 International 1086 2WD Tractor,2WD Tractor,"Bow Island, AB, CAN - Mar 25, 2026",2026-03-25 14:00:00,Live Auction,https://cdn.ironpla.net/i/19623/514/c3eff1ab-fbd5-40ec-a4c4-61ee3fe83587.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,630,1960.0,,,"Eckville, AB, CAN",,6316413,RitchieBros,2026-01-20 22:53:28.229233,AA5A652B-E49F-3F8D-883A-1E0575DA2A03,1960 John Deere 630 Antique Tractor,Antique Tractor,"Eckville, AB, CAN - Apr 22, 2026",2026-04-22 14:00:00,Live Auction,https://cdn.ironpla.net/i/20228/304/b3a3e797-4e3e-45ce-874a-9d5770aaafe9.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,1070,1976.0,,,"Richard, SK, CAN",,8806907,RitchieBros,2026-01-20 22:53:28.229233,5206C36C-84E7-3E6D-A9FC-2CA9A80FA673,1976 Case IH 1070 2WD Tractor,2WD Tractor,"Richard, SK, CAN - Apr 13, 2026",2026-04-13 14:00:00,Live Auction,https://cdn.ironpla.net/i/20646/33/d54aab52-0507-4b33-b09f-18cdccd8956b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5020,1966.0,,,"Beaverlodge, AB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,D5FBF8C1-0890-3D24-A5D0-E95EAE269843,1966 John Deere 5020 2WD Tractor,2WD Tractor,"Beaverlodge, AB, CAN - Apr 17, 2026",2026-04-17 14:00:00,Live Auction,https://cdn.ironpla.net/i/20257/553/195ef4d0-dc83-41c3-ad28-866b3ade8779.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Versatile,875,1979.0,,,"Beaverlodge, AB, CAN",,053846,RitchieBros,2026-01-20 22:53:28.229233,B95DE283-20A8-30BD-836E-EAB3F6A2AA0F,1979 Versatile 875 Articulated Tractor,Articulated Tractor,"Beaverlodge, AB, CAN - Apr 17, 2026",2026-04-17 14:00:00,Live Auction,https://cdn.ironpla.net/i/20257/550/366431b7-7904-4199-884c-d2cac0022f87.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Ford,8240,1995.0,,,"Maltby, L3, GBR",,BD 31089,RitchieBros,2026-01-20 22:53:28.229233,B0002CDB-3E58-3F06-870A-46608672A549,1995 Ford 8240 2WD Tractor,2WD Tractor,"UK and Ireland Auction - Feb 11, 2026",2026-02-11 08:00:00,Live Auction,https://cdn.ironpla.net/i/21041/93/17b327ca-5d9c-4200-8565-c9cda2f7fc7a.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,1070,1978.0,,,"Eckville, AB, CAN",,8834861,RitchieBros,2026-01-20 22:53:28.229233,D3D4FB65-5AC2-3875-89EF-BD61EA748A3D,1978 Case 1070 2WD Tractor,2WD Tractor,"Eckville, AB, CAN - Apr 22, 2026",2026-04-22 14:00:00,Live Auction,https://cdn.ironpla.net/i/20228/299/e98fab2e-219e-407f-bfc4-9b71722ada0a.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,4020,,,,"Amaranth, MB, CAN",,102022T78200,RitchieBros,2026-01-20 22:53:28.229233,E487B457-14C2-338C-A480-0C1340D76D50,John Deere 4020 2WD Tractor,2WD Tractor,"Amaranth, MB, CAN - Apr 15, 2026",2026-04-15 17:00:00,Live Auction,https://cdn.ironpla.net/i/20526/0/86580094-ccb2-456b-9019-d50f503ed06d.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
International,1486,1981.0,,,"Assiniboia, SK, CAN",,2650143U27897,RitchieBros,2026-01-20 22:53:28.229233,1B439E23-AA92-3AF4-B641-DFDA37FE3508,1981 International 1486 2WD Tractor,2WD Tractor,"Assiniboia, SK, CAN - Mar 31, 2026",2026-03-31 14:00:00,Live Auction,https://cdn.ironpla.net/i/19624/426/7a491801-1fc2-4c19-81a1-cc1dd88298a0.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Ford,1910,1986.0,,,"Redvers, SK, CAN",,UP08745,RitchieBros,2026-01-20 22:53:28.229233,972F7624-7B3F-3E7F-B9C9-5446E40535FB,1986 Ford 1910 4WD Tractor,4WD Tractor,"Redvers, SK, CAN - Apr 14, 2026",2026-04-14 18:00:00,Live Auction,https://cdn.ironpla.net/i/20693/977/b3e93b04-1a8a-4998-b143-c7882bf5a27e.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
International Harvester,4100,1968.0,,,"Ste. Agathe, MB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,4BC96278-3C3C-383A-9BBD-839000139567,1968 International Harvester 4100 4WD Tractor (Inoperable),4WD Tractor,"Manitoba Regional Event, CAN - Apr 21, 2026",2026-04-21 13:00:00,Live Auction,https://cdn.ironpla.net/i/20602/318/7ae4da0f-83d3-4919-8a67-a8bbc00c34a0.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
International Harvester,4100,1968.0,,,"Ste. Agathe, MB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,3EAD1D43-73FC-3EDE-AC26-5FC4A12D930D,1968 International Harvester 4100 4WD Tractor (Inoperable),4WD Tractor,"Manitoba Regional Event, CAN - Apr 21, 2026",2026-04-21 13:00:00,Live Auction,https://cdn.ironpla.net/i/20602/227/928be6db-8550-4327-ba70-4da34cce13a4.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,6125M,,,,"Davenport, FL, USA",,,RitchieBros,2026-01-20 22:53:28.229233,98C00B6A-B385-3EEB-A9C3-0AF1EDE54D55,John Deere 6125M 4WD Tractor (Inoperable),4WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,https://cdn.ironpla.net/i/20945/941/6c107df9-5e84-42be-b575-46617ad5e47b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
J.I. Case,870,1974.0,,,"Insinger, SK, CAN",,8741943,RitchieBros,2026-01-20 22:53:28.229233,E1B5A60D-293C-32E3-8A1B-E7CB4AF77C25,1974 J.I. Case 870 2WD Tractor,2WD Tractor,"Insinger, SK, CAN - Jun 23, 2026",2026-06-23 14:00:00,Live Auction,https://cdn.ironpla.net/i/20553/84/c58bd871-0026-43be-a27a-0e314d13a24e.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
International,5288,,,,"Neville, SK, CAN",,2580003U005396,RitchieBros,2026-01-20 22:53:28.229233,89C63F14-B5BF-3A93-9D64-6DCFB722C485,International 5288 2WD Tractor,2WD Tractor,"Neville, SK, CAN - Mar 31, 2026",2026-03-31 18:00:00,Live Auction,https://cdn.ironpla.net/i/19001/132/58ec8124-ef97-44d4-9f5b-d393a9db73a0.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
